year,month,day,date
tân tỵ,quý tỵ,tân mão,28-May-01
tân tỵ,quý tỵ,nhâm thìn,29-May-01
tân tỵ,quý tỵ,quý tỵ,30-May-01
tân tỵ,quý tỵ,giáp ngọ,31-May-01
tân tỵ,quý tỵ,ất mùi,1-Jun-01
tân tỵ,quý tỵ,bính thân,2-Jun-01
tân tỵ,quý tỵ,đinh dậu,3-Jun-01
tân tỵ,quý tỵ,mậu tuất,4-Jun-01
tân tỵ,quý tỵ,kỷ hợi,5-Jun-01
tân tỵ,quý tỵ,canh tý,6-Jun-01
tân tỵ,quý tỵ,tân sửu,7-Jun-01
tân tỵ,quý tỵ,nhâm dần,8-Jun-01
tân tỵ,quý tỵ,quý mão,9-Jun-01
tân tỵ,quý tỵ,giáp thìn,10-Jun-01
tân tỵ,quý tỵ,ất tỵ,11-Jun-01
tân tỵ,quý tỵ,bính ngọ,12-Jun-01
tân tỵ,quý tỵ,đinh mùi,13-Jun-01
tân tỵ,quý tỵ,mậu thân,14-Jun-01
tân tỵ,quý tỵ,kỷ dậu,15-Jun-01
tân tỵ,quý tỵ,canh tuất,16-Jun-01
tân tỵ,quý tỵ,tân hợi,17-Jun-01
tân tỵ,quý tỵ,nhâm tý,18-Jun-01
tân tỵ,quý tỵ,quý sửu,19-Jun-01
tân tỵ,quý tỵ,giáp dần,20-Jun-01
tân tỵ,giáp ngọ,ất mão,21-Jun-01
tân tỵ,giáp ngọ,bính thìn,22-Jun-01
tân tỵ,giáp ngọ,đinh tỵ,23-Jun-01
tân tỵ,giáp ngọ,mậu ngọ,24-Jun-01
tân tỵ,giáp ngọ,kỷ mùi,25-Jun-01
tân tỵ,giáp ngọ,canh thân,26-Jun-01
tân tỵ,giáp ngọ,tân dậu,27-Jun-01
tân tỵ,giáp ngọ,nhâm tuất,28-Jun-01
tân tỵ,giáp ngọ,quý hợi,29-Jun-01
tân tỵ,giáp ngọ,giáp tý,30-Jun-01
tân tỵ,giáp ngọ,ất sửu,1-Jul-01
tân tỵ,giáp ngọ,bính dần,2-Jul-01
tân tỵ,giáp ngọ,đinh mão,3-Jul-01
tân tỵ,giáp ngọ,mậu thìn,4-Jul-01
tân tỵ,giáp ngọ,kỷ tỵ,5-Jul-01
tân tỵ,giáp ngọ,canh ngọ,6-Jul-01
tân tỵ,giáp ngọ,tân mùi,7-Jul-01
tân tỵ,giáp ngọ,nhâm thân,8-Jul-01
tân tỵ,giáp ngọ,quý dậu,9-Jul-01
tân tỵ,giáp ngọ,giáp tuất,10-Jul-01
tân tỵ,giáp ngọ,ất hợi,11-Jul-01
tân tỵ,giáp ngọ,bính tý,12-Jul-01
tân tỵ,giáp ngọ,đinh sửu,13-Jul-01
tân tỵ,giáp ngọ,mậu dần,14-Jul-01
tân tỵ,giáp ngọ,kỷ mão,15-Jul-01
tân tỵ,giáp ngọ,canh thìn,16-Jul-01
tân tỵ,giáp ngọ,tân tỵ,17-Jul-01
tân tỵ,giáp ngọ,nhâm ngọ,18-Jul-01
tân tỵ,giáp ngọ,quý mùi,19-Jul-01
tân tỵ,giáp ngọ,giáp thân,20-Jul-01
tân tỵ,ất mùi,ất dậu,21-Jul-01
tân tỵ,ất mùi,bính tuất,22-Jul-01
tân tỵ,ất mùi,đinh hợi,23-Jul-01
tân tỵ,ất mùi,mậu tý,24-Jul-01
tân tỵ,ất mùi,kỷ sửu,25-Jul-01
tân tỵ,ất mùi,canh dần,26-Jul-01
tân tỵ,ất mùi,tân mão,27-Jul-01
tân tỵ,ất mùi,nhâm thìn,28-Jul-01
tân tỵ,ất mùi,quý tỵ,29-Jul-01
tân tỵ,ất mùi,giáp ngọ,30-Jul-01
tân tỵ,ất mùi,ất mùi,31-Jul-01
tân tỵ,ất mùi,bính thân,1-Aug-01
tân tỵ,ất mùi,đinh dậu,2-Aug-01
tân tỵ,ất mùi,mậu tuất,3-Aug-01
tân tỵ,ất mùi,kỷ hợi,4-Aug-01
tân tỵ,ất mùi,canh tý,5-Aug-01
tân tỵ,ất mùi,tân sửu,6-Aug-01
tân tỵ,ất mùi,nhâm dần,7-Aug-01
tân tỵ,ất mùi,quý mão,8-Aug-01
tân tỵ,ất mùi,giáp thìn,9-Aug-01
tân tỵ,ất mùi,ất tỵ,10-Aug-01
tân tỵ,ất mùi,bính ngọ,11-Aug-01
tân tỵ,ất mùi,đinh mùi,12-Aug-01
tân tỵ,ất mùi,mậu thân,13-Aug-01
tân tỵ,ất mùi,kỷ dậu,14-Aug-01
tân tỵ,ất mùi,canh tuất,15-Aug-01
tân tỵ,ất mùi,tân hợi,16-Aug-01
tân tỵ,ất mùi,nhâm tý,17-Aug-01
tân tỵ,ất mùi,quý sửu,18-Aug-01
tân tỵ,bính thân,giáp dần,19-Aug-01
tân tỵ,bính thân,ất mão,20-Aug-01
tân tỵ,bính thân,bính thìn,21-Aug-01
tân tỵ,bính thân,đinh tỵ,22-Aug-01
tân tỵ,bính thân,mậu ngọ,23-Aug-01
tân tỵ,bính thân,kỷ mùi,24-Aug-01
tân tỵ,bính thân,canh thân,25-Aug-01
tân tỵ,bính thân,tân dậu,26-Aug-01
tân tỵ,bính thân,nhâm tuất,27-Aug-01
tân tỵ,bính thân,quý hợi,28-Aug-01
tân tỵ,bính thân,giáp tý,29-Aug-01
tân tỵ,bính thân,ất sửu,30-Aug-01
tân tỵ,bính thân,bính dần,31-Aug-01
tân tỵ,bính thân,đinh mão,1-Sep-01
tân tỵ,bính thân,mậu thìn,2-Sep-01
tân tỵ,bính thân,kỷ tỵ,3-Sep-01
tân tỵ,bính thân,canh ngọ,4-Sep-01
tân tỵ,bính thân,tân mùi,5-Sep-01
tân tỵ,bính thân,nhâm thân,6-Sep-01
tân tỵ,bính thân,quý dậu,7-Sep-01
tân tỵ,bính thân,giáp tuất,8-Sep-01
tân tỵ,bính thân,ất hợi,9-Sep-01
tân tỵ,bính thân,bính tý,10-Sep-01
tân tỵ,bính thân,đinh sửu,11-Sep-01
tân tỵ,bính thân,mậu dần,12-Sep-01
tân tỵ,bính thân,kỷ mão,13-Sep-01
tân tỵ,bính thân,canh thìn,14-Sep-01
tân tỵ,bính thân,tân tỵ,15-Sep-01
tân tỵ,bính thân,nhâm ngọ,16-Sep-01
tân tỵ,đinh dậu,quý mùi,17-Sep-01
tân tỵ,đinh dậu,giáp thân,18-Sep-01
tân tỵ,đinh dậu,ất dậu,19-Sep-01
tân tỵ,đinh dậu,bính tuất,20-Sep-01
tân tỵ,đinh dậu,đinh hợi,21-Sep-01
tân tỵ,đinh dậu,mậu tý,22-Sep-01
tân tỵ,đinh dậu,kỷ sửu,23-Sep-01
tân tỵ,đinh dậu,canh dần,24-Sep-01
tân tỵ,đinh dậu,tân mão,25-Sep-01
tân tỵ,đinh dậu,nhâm thìn,26-Sep-01
tân tỵ,đinh dậu,quý tỵ,27-Sep-01
tân tỵ,đinh dậu,giáp ngọ,28-Sep-01
tân tỵ,đinh dậu,ất mùi,29-Sep-01
tân tỵ,đinh dậu,bính thân,30-Sep-01
tân tỵ,đinh dậu,đinh dậu,1-Oct-01
tân tỵ,đinh dậu,mậu tuất,2-Oct-01
tân tỵ,đinh dậu,kỷ hợi,3-Oct-01
tân tỵ,đinh dậu,canh tý,4-Oct-01
tân tỵ,đinh dậu,tân sửu,5-Oct-01
tân tỵ,đinh dậu,nhâm dần,6-Oct-01
tân tỵ,đinh dậu,quý mão,7-Oct-01
tân tỵ,đinh dậu,giáp thìn,8-Oct-01
tân tỵ,đinh dậu,ất tỵ,9-Oct-01
tân tỵ,đinh dậu,bính ngọ,10-Oct-01
tân tỵ,đinh dậu,đinh mùi,11-Oct-01
tân tỵ,đinh dậu,mậu thân,12-Oct-01
tân tỵ,đinh dậu,kỷ dậu,13-Oct-01
tân tỵ,đinh dậu,canh tuất,14-Oct-01
tân tỵ,đinh dậu,tân hợi,15-Oct-01
tân tỵ,đinh dậu,nhâm tý,16-Oct-01
tân tỵ,mậu tuất,quý sửu,17-Oct-01
tân tỵ,mậu tuất,giáp dần,18-Oct-01
tân tỵ,mậu tuất,ất mão,19-Oct-01
tân tỵ,mậu tuất,bính thìn,20-Oct-01
tân tỵ,mậu tuất,đinh tỵ,21-Oct-01
tân tỵ,mậu tuất,mậu ngọ,22-Oct-01
tân tỵ,mậu tuất,kỷ mùi,23-Oct-01
tân tỵ,mậu tuất,canh thân,24-Oct-01
tân tỵ,mậu tuất,tân dậu,25-Oct-01
tân tỵ,mậu tuất,nhâm tuất,26-Oct-01
tân tỵ,mậu tuất,quý hợi,27-Oct-01
tân tỵ,mậu tuất,giáp tý,28-Oct-01
tân tỵ,mậu tuất,ất sửu,29-Oct-01
tân tỵ,mậu tuất,bính dần,30-Oct-01
tân tỵ,mậu tuất,đinh mão,31-Oct-01
tân tỵ,mậu tuất,mậu thìn,1-Nov-01
tân tỵ,mậu tuất,kỷ tỵ,2-Nov-01
tân tỵ,mậu tuất,canh ngọ,3-Nov-01
tân tỵ,mậu tuất,tân mùi,4-Nov-01
tân tỵ,mậu tuất,nhâm thân,5-Nov-01
tân tỵ,mậu tuất,quý dậu,6-Nov-01
tân tỵ,mậu tuất,giáp tuất,7-Nov-01
tân tỵ,mậu tuất,ất hợi,8-Nov-01
tân tỵ,mậu tuất,bính tý,9-Nov-01
tân tỵ,mậu tuất,đinh sửu,10-Nov-01
tân tỵ,mậu tuất,mậu dần,11-Nov-01
tân tỵ,mậu tuất,kỷ mão,12-Nov-01
tân tỵ,mậu tuất,canh thìn,13-Nov-01
tân tỵ,mậu tuất,tân tỵ,14-Nov-01
tân tỵ,kỷ hợi,nhâm ngọ,15-Nov-01
tân tỵ,kỷ hợi,quý mùi,16-Nov-01
tân tỵ,kỷ hợi,giáp thân,17-Nov-01
tân tỵ,kỷ hợi,ất dậu,18-Nov-01
tân tỵ,kỷ hợi,bính tuất,19-Nov-01
tân tỵ,kỷ hợi,đinh hợi,20-Nov-01
tân tỵ,kỷ hợi,mậu tý,21-Nov-01
tân tỵ,kỷ hợi,kỷ sửu,22-Nov-01
tân tỵ,kỷ hợi,canh dần,23-Nov-01
tân tỵ,kỷ hợi,tân mão,24-Nov-01
tân tỵ,kỷ hợi,nhâm thìn,25-Nov-01
tân tỵ,kỷ hợi,quý tỵ,26-Nov-01
tân tỵ,kỷ hợi,giáp ngọ,27-Nov-01
tân tỵ,kỷ hợi,ất mùi,28-Nov-01
tân tỵ,kỷ hợi,bính thân,29-Nov-01
tân tỵ,kỷ hợi,đinh dậu,30-Nov-01
tân tỵ,kỷ hợi,mậu tuất,1-Dec-01
tân tỵ,kỷ hợi,kỷ hợi,2-Dec-01
tân tỵ,kỷ hợi,canh tý,3-Dec-01
tân tỵ,kỷ hợi,tân sửu,4-Dec-01
tân tỵ,kỷ hợi,nhâm dần,5-Dec-01
tân tỵ,kỷ hợi,quý mão,6-Dec-01
tân tỵ,kỷ hợi,giáp thìn,7-Dec-01
tân tỵ,kỷ hợi,ất tỵ,8-Dec-01
tân tỵ,kỷ hợi,bính ngọ,9-Dec-01
tân tỵ,kỷ hợi,đinh mùi,10-Dec-01
tân tỵ,kỷ hợi,mậu thân,11-Dec-01
tân tỵ,kỷ hợi,kỷ dậu,12-Dec-01
tân tỵ,kỷ hợi,canh tuất,13-Dec-01
tân tỵ,kỷ hợi,tân hợi,14-Dec-01
tân tỵ,canh tý,nhâm tý,15-Dec-01
tân tỵ,canh tý,quý sửu,16-Dec-01
tân tỵ,canh tý,giáp dần,17-Dec-01
tân tỵ,canh tý,ất mão,18-Dec-01
tân tỵ,canh tý,bính thìn,19-Dec-01
tân tỵ,canh tý,đinh tỵ,20-Dec-01
tân tỵ,canh tý,mậu ngọ,21-Dec-01
tân tỵ,canh tý,kỷ mùi,22-Dec-01
tân tỵ,canh tý,canh thân,23-Dec-01
tân tỵ,canh tý,tân dậu,24-Dec-01
tân tỵ,canh tý,nhâm tuất,25-Dec-01
tân tỵ,canh tý,quý hợi,26-Dec-01
tân tỵ,canh tý,giáp tý,27-Dec-01
tân tỵ,canh tý,ất sửu,28-Dec-01
tân tỵ,canh tý,bính dần,29-Dec-01
tân tỵ,canh tý,đinh mão,30-Dec-01
tân tỵ,canh tý,mậu thìn,31-Dec-01
tân tỵ,canh tý,kỷ tỵ,1-Jan-02
tân tỵ,canh tý,canh ngọ,2-Jan-02
tân tỵ,canh tý,tân mùi,3-Jan-02
tân tỵ,canh tý,nhâm thân,4-Jan-02
tân tỵ,canh tý,quý dậu,5-Jan-02
tân tỵ,canh tý,giáp tuất,6-Jan-02
tân tỵ,canh tý,ất hợi,7-Jan-02
tân tỵ,canh tý,bính tý,8-Jan-02
tân tỵ,canh tý,đinh sửu,9-Jan-02
tân tỵ,canh tý,mậu dần,10-Jan-02
tân tỵ,canh tý,kỷ mão,11-Jan-02
tân tỵ,canh tý,canh thìn,12-Jan-02
tân tỵ,tân sửu,tân tỵ,13-Jan-02
tân tỵ,tân sửu,nhâm ngọ,14-Jan-02
tân tỵ,tân sửu,quý mùi,15-Jan-02
tân tỵ,tân sửu,giáp thân,16-Jan-02
tân tỵ,tân sửu,ất dậu,17-Jan-02
tân tỵ,tân sửu,bính tuất,18-Jan-02
tân tỵ,tân sửu,đinh hợi,19-Jan-02
tân tỵ,tân sửu,mậu tý,20-Jan-02
tân tỵ,tân sửu,kỷ sửu,21-Jan-02
tân tỵ,tân sửu,canh dần,22-Jan-02
tân tỵ,tân sửu,tân mão,23-Jan-02
tân tỵ,tân sửu,nhâm thìn,24-Jan-02
tân tỵ,tân sửu,quý tỵ,25-Jan-02
tân tỵ,tân sửu,giáp ngọ,26-Jan-02
tân tỵ,tân sửu,ất mùi,27-Jan-02
tân tỵ,tân sửu,bính thân,28-Jan-02
tân tỵ,tân sửu,đinh dậu,29-Jan-02
tân tỵ,tân sửu,mậu tuất,30-Jan-02
tân tỵ,tân sửu,kỷ hợi,31-Jan-02
tân tỵ,tân sửu,canh tý,1-Feb-02
tân tỵ,tân sửu,tân sửu,2-Feb-02
tân tỵ,tân sửu,nhâm dần,3-Feb-02
tân tỵ,tân sửu,quý mão,4-Feb-02
tân tỵ,tân sửu,giáp thìn,5-Feb-02
tân tỵ,tân sửu,ất tỵ,6-Feb-02
tân tỵ,tân sửu,bính ngọ,7-Feb-02
tân tỵ,tân sửu,đinh mùi,8-Feb-02
tân tỵ,tân sửu,mậu thân,9-Feb-02
tân tỵ,tân sửu,kỷ dậu,10-Feb-02
tân tỵ,tân sửu,canh tuất,11-Feb-02
nhâm ngọ,nhâm dần,tân hợi,12-Feb-02
nhâm ngọ,nhâm dần,nhâm tý,13-Feb-02
nhâm ngọ,nhâm dần,quý sửu,14-Feb-02
nhâm ngọ,nhâm dần,giáp dần,15-Feb-02
nhâm ngọ,nhâm dần,ất mão,16-Feb-02
nhâm ngọ,nhâm dần,bính thìn,17-Feb-02
nhâm ngọ,nhâm dần,đinh tỵ,18-Feb-02
nhâm ngọ,nhâm dần,mậu ngọ,19-Feb-02
nhâm ngọ,nhâm dần,kỷ mùi,20-Feb-02
nhâm ngọ,nhâm dần,canh thân,21-Feb-02
nhâm ngọ,nhâm dần,tân dậu,22-Feb-02
nhâm ngọ,nhâm dần,nhâm tuất,23-Feb-02
nhâm ngọ,nhâm dần,quý hợi,24-Feb-02
nhâm ngọ,nhâm dần,giáp tý,25-Feb-02
nhâm ngọ,nhâm dần,ất sửu,26-Feb-02
nhâm ngọ,nhâm dần,bính dần,27-Feb-02
nhâm ngọ,nhâm dần,đinh mão,28-Feb-02
nhâm ngọ,nhâm dần,mậu thìn,1-Mar-02
nhâm ngọ,nhâm dần,kỷ tỵ,2-Mar-02
nhâm ngọ,nhâm dần,canh ngọ,3-Mar-02
nhâm ngọ,nhâm dần,tân mùi,4-Mar-02
nhâm ngọ,nhâm dần,nhâm thân,5-Mar-02
nhâm ngọ,nhâm dần,quý dậu,6-Mar-02
nhâm ngọ,nhâm dần,giáp tuất,7-Mar-02
nhâm ngọ,nhâm dần,ất hợi,8-Mar-02
nhâm ngọ,nhâm dần,bính tý,9-Mar-02
nhâm ngọ,nhâm dần,đinh sửu,10-Mar-02
nhâm ngọ,nhâm dần,mậu dần,11-Mar-02
nhâm ngọ,nhâm dần,kỷ mão,12-Mar-02
nhâm ngọ,nhâm dần,canh thìn,13-Mar-02
nhâm ngọ,quý mão,tân tỵ,14-Mar-02
nhâm ngọ,quý mão,nhâm ngọ,15-Mar-02
nhâm ngọ,quý mão,quý mùi,16-Mar-02
nhâm ngọ,quý mão,giáp thân,17-Mar-02
nhâm ngọ,quý mão,ất dậu,18-Mar-02
nhâm ngọ,quý mão,bính tuất,19-Mar-02
nhâm ngọ,quý mão,đinh hợi,20-Mar-02
nhâm ngọ,quý mão,mậu tý,21-Mar-02
nhâm ngọ,quý mão,kỷ sửu,22-Mar-02
nhâm ngọ,quý mão,canh dần,23-Mar-02
nhâm ngọ,quý mão,tân mão,24-Mar-02
nhâm ngọ,quý mão,nhâm thìn,25-Mar-02
nhâm ngọ,quý mão,quý tỵ,26-Mar-02
nhâm ngọ,quý mão,giáp ngọ,27-Mar-02
nhâm ngọ,quý mão,ất mùi,28-Mar-02
nhâm ngọ,quý mão,bính thân,29-Mar-02
nhâm ngọ,quý mão,đinh dậu,30-Mar-02
nhâm ngọ,quý mão,mậu tuất,31-Mar-02
nhâm ngọ,quý mão,kỷ hợi,1-Apr-02
nhâm ngọ,quý mão,canh tý,2-Apr-02
nhâm ngọ,quý mão,tân sửu,3-Apr-02
nhâm ngọ,quý mão,nhâm dần,4-Apr-02
nhâm ngọ,quý mão,quý mão,5-Apr-02
nhâm ngọ,quý mão,giáp thìn,6-Apr-02
nhâm ngọ,quý mão,ất tỵ,7-Apr-02
nhâm ngọ,quý mão,bính ngọ,8-Apr-02
nhâm ngọ,quý mão,đinh mùi,9-Apr-02
nhâm ngọ,quý mão,mậu thân,10-Apr-02
nhâm ngọ,quý mão,kỷ dậu,11-Apr-02
nhâm ngọ,quý mão,canh tuất,12-Apr-02
nhâm ngọ,giáp thìn,tân hợi,13-Apr-02
nhâm ngọ,giáp thìn,nhâm tý,14-Apr-02
nhâm ngọ,giáp thìn,quý sửu,15-Apr-02
nhâm ngọ,giáp thìn,giáp dần,16-Apr-02
nhâm ngọ,giáp thìn,ất mão,17-Apr-02
nhâm ngọ,giáp thìn,bính thìn,18-Apr-02
nhâm ngọ,giáp thìn,đinh tỵ,19-Apr-02
nhâm ngọ,giáp thìn,mậu ngọ,20-Apr-02
nhâm ngọ,giáp thìn,kỷ mùi,21-Apr-02
nhâm ngọ,giáp thìn,canh thân,22-Apr-02
nhâm ngọ,giáp thìn,tân dậu,23-Apr-02
nhâm ngọ,giáp thìn,nhâm tuất,24-Apr-02
nhâm ngọ,giáp thìn,quý hợi,25-Apr-02
nhâm ngọ,giáp thìn,giáp tý,26-Apr-02
nhâm ngọ,giáp thìn,ất sửu,27-Apr-02
nhâm ngọ,giáp thìn,bính dần,28-Apr-02
nhâm ngọ,giáp thìn,đinh mão,29-Apr-02
nhâm ngọ,giáp thìn,mậu thìn,30-Apr-02
nhâm ngọ,giáp thìn,kỷ tỵ,1-May-02
nhâm ngọ,giáp thìn,canh ngọ,2-May-02
nhâm ngọ,giáp thìn,tân mùi,3-May-02
nhâm ngọ,giáp thìn,nhâm thân,4-May-02
nhâm ngọ,giáp thìn,quý dậu,5-May-02
nhâm ngọ,giáp thìn,giáp tuất,6-May-02
nhâm ngọ,giáp thìn,ất hợi,7-May-02
nhâm ngọ,giáp thìn,bính tý,8-May-02
nhâm ngọ,giáp thìn,đinh sửu,9-May-02
nhâm ngọ,giáp thìn,mậu dần,10-May-02
nhâm ngọ,giáp thìn,kỷ mão,11-May-02
nhâm ngọ,ất tỵ,canh thìn,12-May-02
nhâm ngọ,ất tỵ,tân tỵ,13-May-02
nhâm ngọ,ất tỵ,nhâm ngọ,14-May-02
nhâm ngọ,ất tỵ,quý mùi,15-May-02
nhâm ngọ,ất tỵ,giáp thân,16-May-02
nhâm ngọ,ất tỵ,ất dậu,17-May-02
nhâm ngọ,ất tỵ,bính tuất,18-May-02
nhâm ngọ,ất tỵ,đinh hợi,19-May-02
nhâm ngọ,ất tỵ,mậu tý,20-May-02
nhâm ngọ,ất tỵ,kỷ sửu,21-May-02
nhâm ngọ,ất tỵ,canh dần,22-May-02
nhâm ngọ,ất tỵ,tân mão,23-May-02
nhâm ngọ,ất tỵ,nhâm thìn,24-May-02
nhâm ngọ,ất tỵ,quý tỵ,25-May-02
nhâm ngọ,ất tỵ,giáp ngọ,26-May-02
nhâm ngọ,ất tỵ,ất mùi,27-May-02
nhâm ngọ,ất tỵ,bính thân,28-May-02
nhâm ngọ,ất tỵ,đinh dậu,29-May-02
nhâm ngọ,ất tỵ,mậu tuất,30-May-02
nhâm ngọ,ất tỵ,kỷ hợi,31-May-02
nhâm ngọ,ất tỵ,canh tý,1-Jun-02
nhâm ngọ,ất tỵ,tân sửu,2-Jun-02
nhâm ngọ,ất tỵ,nhâm dần,3-Jun-02
nhâm ngọ,ất tỵ,quý mão,4-Jun-02
nhâm ngọ,ất tỵ,giáp thìn,5-Jun-02
nhâm ngọ,ất tỵ,ất tỵ,6-Jun-02
nhâm ngọ,ất tỵ,bính ngọ,7-Jun-02
nhâm ngọ,ất tỵ,đinh mùi,8-Jun-02
nhâm ngọ,ất tỵ,mậu thân,9-Jun-02
nhâm ngọ,ất tỵ,kỷ dậu,10-Jun-02
nhâm ngọ,bính ngọ,canh tuất,11-Jun-02
nhâm ngọ,bính ngọ,tân hợi,12-Jun-02
nhâm ngọ,bính ngọ,nhâm tý,13-Jun-02
nhâm ngọ,bính ngọ,quý sửu,14-Jun-02
nhâm ngọ,bính ngọ,giáp dần,15-Jun-02
nhâm ngọ,bính ngọ,ất mão,16-Jun-02
nhâm ngọ,bính ngọ,bính thìn,17-Jun-02
nhâm ngọ,bính ngọ,đinh tỵ,18-Jun-02
nhâm ngọ,bính ngọ,mậu ngọ,19-Jun-02
nhâm ngọ,bính ngọ,kỷ mùi,20-Jun-02
nhâm ngọ,bính ngọ,canh thân,21-Jun-02
nhâm ngọ,bính ngọ,tân dậu,22-Jun-02
nhâm ngọ,bính ngọ,nhâm tuất,23-Jun-02
nhâm ngọ,bính ngọ,quý hợi,24-Jun-02
nhâm ngọ,bính ngọ,giáp tý,25-Jun-02
nhâm ngọ,bính ngọ,ất sửu,26-Jun-02
nhâm ngọ,bính ngọ,bính dần,27-Jun-02
nhâm ngọ,bính ngọ,đinh mão,28-Jun-02
nhâm ngọ,bính ngọ,mậu thìn,29-Jun-02
nhâm ngọ,bính ngọ,kỷ tỵ,30-Jun-02
nhâm ngọ,bính ngọ,canh ngọ,1-Jul-02
nhâm ngọ,bính ngọ,tân mùi,2-Jul-02
nhâm ngọ,bính ngọ,nhâm thân,3-Jul-02
nhâm ngọ,bính ngọ,quý dậu,4-Jul-02
nhâm ngọ,bính ngọ,giáp tuất,5-Jul-02
nhâm ngọ,bính ngọ,ất hợi,6-Jul-02
nhâm ngọ,bính ngọ,bính tý,7-Jul-02
nhâm ngọ,bính ngọ,đinh sửu,8-Jul-02
nhâm ngọ,bính ngọ,mậu dần,9-Jul-02
nhâm ngọ,đinh mùi,kỷ mão,10-Jul-02
nhâm ngọ,đinh mùi,canh thìn,11-Jul-02
nhâm ngọ,đinh mùi,tân tỵ,12-Jul-02
nhâm ngọ,đinh mùi,nhâm ngọ,13-Jul-02
nhâm ngọ,đinh mùi,quý mùi,14-Jul-02
nhâm ngọ,đinh mùi,giáp thân,15-Jul-02
nhâm ngọ,đinh mùi,ất dậu,16-Jul-02
nhâm ngọ,đinh mùi,bính tuất,17-Jul-02
nhâm ngọ,đinh mùi,đinh hợi,18-Jul-02
nhâm ngọ,đinh mùi,mậu tý,19-Jul-02
nhâm ngọ,đinh mùi,kỷ sửu,20-Jul-02
nhâm ngọ,đinh mùi,canh dần,21-Jul-02
nhâm ngọ,đinh mùi,tân mão,22-Jul-02
nhâm ngọ,đinh mùi,nhâm thìn,23-Jul-02
nhâm ngọ,đinh mùi,quý tỵ,24-Jul-02
nhâm ngọ,đinh mùi,giáp ngọ,25-Jul-02
nhâm ngọ,đinh mùi,ất mùi,26-Jul-02
nhâm ngọ,đinh mùi,bính thân,27-Jul-02
nhâm ngọ,đinh mùi,đinh dậu,28-Jul-02
nhâm ngọ,đinh mùi,mậu tuất,29-Jul-02
nhâm ngọ,đinh mùi,kỷ hợi,30-Jul-02
nhâm ngọ,đinh mùi,canh tý,31-Jul-02
nhâm ngọ,đinh mùi,tân sửu,1-Aug-02
nhâm ngọ,đinh mùi,nhâm dần,2-Aug-02
nhâm ngọ,đinh mùi,quý mão,3-Aug-02
nhâm ngọ,đinh mùi,giáp thìn,4-Aug-02
nhâm ngọ,đinh mùi,ất tỵ,5-Aug-02
nhâm ngọ,đinh mùi,bính ngọ,6-Aug-02
nhâm ngọ,đinh mùi,đinh mùi,7-Aug-02
nhâm ngọ,đinh mùi,mậu thân,8-Aug-02
nhâm ngọ,mậu thân,kỷ dậu,9-Aug-02
nhâm ngọ,mậu thân,canh tuất,10-Aug-02
nhâm ngọ,mậu thân,tân hợi,11-Aug-02
nhâm ngọ,mậu thân,nhâm tý,12-Aug-02
nhâm ngọ,mậu thân,quý sửu,13-Aug-02
nhâm ngọ,mậu thân,giáp dần,14-Aug-02
nhâm ngọ,mậu thân,ất mão,15-Aug-02
nhâm ngọ,mậu thân,bính thìn,16-Aug-02
nhâm ngọ,mậu thân,đinh tỵ,17-Aug-02
nhâm ngọ,mậu thân,mậu ngọ,18-Aug-02
nhâm ngọ,mậu thân,kỷ mùi,19-Aug-02
nhâm ngọ,mậu thân,canh thân,20-Aug-02
nhâm ngọ,mậu thân,tân dậu,21-Aug-02
nhâm ngọ,mậu thân,nhâm tuất,22-Aug-02
nhâm ngọ,mậu thân,quý hợi,23-Aug-02
nhâm ngọ,mậu thân,giáp tý,24-Aug-02
nhâm ngọ,mậu thân,ất sửu,25-Aug-02
nhâm ngọ,mậu thân,bính dần,26-Aug-02
nhâm ngọ,mậu thân,đinh mão,27-Aug-02
nhâm ngọ,mậu thân,mậu thìn,28-Aug-02
nhâm ngọ,mậu thân,kỷ tỵ,29-Aug-02
nhâm ngọ,mậu thân,canh ngọ,30-Aug-02
nhâm ngọ,mậu thân,tân mùi,31-Aug-02
nhâm ngọ,mậu thân,nhâm thân,1-Sep-02
nhâm ngọ,mậu thân,quý dậu,2-Sep-02
nhâm ngọ,mậu thân,giáp tuất,3-Sep-02
nhâm ngọ,mậu thân,ất hợi,4-Sep-02
nhâm ngọ,mậu thân,bính tý,5-Sep-02
nhâm ngọ,mậu thân,đinh sửu,6-Sep-02
nhâm ngọ,kỷ dậu,mậu dần,7-Sep-02
nhâm ngọ,kỷ dậu,kỷ mão,8-Sep-02
nhâm ngọ,kỷ dậu,canh thìn,9-Sep-02
nhâm ngọ,kỷ dậu,tân tỵ,10-Sep-02
nhâm ngọ,kỷ dậu,nhâm ngọ,11-Sep-02
nhâm ngọ,kỷ dậu,quý mùi,12-Sep-02
nhâm ngọ,kỷ dậu,giáp thân,13-Sep-02
nhâm ngọ,kỷ dậu,ất dậu,14-Sep-02
nhâm ngọ,kỷ dậu,bính tuất,15-Sep-02
nhâm ngọ,kỷ dậu,đinh hợi,16-Sep-02
nhâm ngọ,kỷ dậu,mậu tý,17-Sep-02
nhâm ngọ,kỷ dậu,kỷ sửu,18-Sep-02
nhâm ngọ,kỷ dậu,canh dần,19-Sep-02
nhâm ngọ,kỷ dậu,tân mão,20-Sep-02
nhâm ngọ,kỷ dậu,nhâm thìn,21-Sep-02
nhâm ngọ,kỷ dậu,quý tỵ,22-Sep-02
